plan_enc,zone_enc,claim_history,policy_year,heat_addon,monthly_earnings,daily_hours,veh_enc,plat_enc,disruption_days_hist,zone_factor,claim_factor,loyalty_factor,base_premium,final_premium,raw_plan,raw_risk_zone,raw_vehicle_type,raw_platform
1,0,0,2,1,35649.020277210984,4.551891139361903,2,2,13,0.85,0.9,0.95,699.0,860.18,RAKSHAK,SAFE,bicycle,Zepto
2,1,0,3,0,13888.786142611936,8.064388401093908,3,2,12,1.0,0.9,0.9,999.0,1046.81,SURAKSHA,MODERATE,ev_two_wheeler,Zepto
2,2,2,2,0,34006.22220858461,4.7255473935466785,0,2,3,1.25,1.15,0.95,999.0,1589.6,SURAKSHA,HIGH,two_wheeler,Zepto
1,0,0,1,0,24940.43657870204,10.12743873735367,3,1,14,0.85,0.9,1.0,699.0,926.33,RAKSHAK,SAFE,ev_two_wheeler,Swiggy
0,2,1,1,1,25436.38968308775,8.882415793430857,3,2,9,1.25,1.0,1.0,399.0,888.75,SAATHI,HIGH,ev_two_wheeler,Zepto
0,0,0,1,1,20779.78883553795,10.115019614944789,0,1,5,0.85,0.9,1.0,399.0,631.66,SAATHI,SAFE,two_wheeler,Swiggy
1,1,0,1,0,26381.344802001993,4.462359271059754,0,1,14,1.0,0.9,1.0,699.0,966.77,RAKSHAK,MODERATE,two_wheeler,Swiggy
0,0,0,1,0,18784.612528993905,6.149270678176357,0,1,22,0.85,0.9,1.0,399.0,674.15,SAATHI,SAFE,two_wheeler,Swiggy
0,1,2,3,0,28370.117655233073,9.966740325900426,0,3,20,1.0,1.15,0.9,399.0,927.64,SAATHI,MODERATE,two_wheeler,Blinkit
0,0,1,3,0,29393.065485147155,7.319943586250826,0,2,14,0.85,1.0,0.9,399.0,723.18,SAATHI,SAFE,two_wheeler,Zepto
1,1,2,1,0,35427.01127409056,11.995428134659727,0,1,23,1.0,1.15,1.0,699.0,1434.9,RAKSHAK,MODERATE,two_wheeler,Swiggy
1,0,1,1,0,13758.345141087739,8.905729093976998,0,3,5,0.85,1.0,1.0,699.0,744.42,RAKSHAK,SAFE,two_wheeler,Blinkit
1,0,0,2,0,19981.047901747617,5.883850343891931,3,1,13,0.85,0.9,0.95,699.0,716.17,RAKSHAK,SAFE,ev_two_wheeler,Swiggy
1,1,0,1,0,32910.458584144304,9.007134485259417,0,1,22,1.0,0.9,1.0,699.0,1176.62,RAKSHAK,MODERATE,two_wheeler,Swiggy
0,1,0,2,0,14181.540437182963,9.333437121870034,3,1,8,1.0,0.9,0.95,399.0,597.52,SAATHI,MODERATE,ev_two_wheeler,Swiggy
0,1,0,2,0,12945.502199168437,5.875932431971993,2,2,15,1.0,0.9,0.95,399.0,453.91,SAATHI,MODERATE,bicycle,Zepto
1,0,2,3,0,34598.44998182147,6.134957179702042,0,0,24,0.85,1.15,0.9,699.0,1122.25,RAKSHAK,SAFE,two_wheeler,Zomato
1,0,2,1,0,32685.688605675106,6.294717288264215,2,3,6,0.85,1.15,1.0,699.0,881.72,RAKSHAK,SAFE,bicycle,Blinkit
2,1,2,3,0,13415.773074967228,8.951004421968223,3,0,9,1.0,1.15,0.9,999.0,1237.33,SURAKSHA,MODERATE,ev_two_wheeler,Zomato
1,0,1,3,0,24585.244285702785,7.763203357156225,0,1,21,0.85,1.0,0.9,699.0,969.17,RAKSHAK,SAFE,two_wheeler,Swiggy
2,2,1,1,0,22426.761461656177,6.775412322055786,3,2,15,1.25,1.0,1.0,999.0,1501.92,SURAKSHA,HIGH,ev_two_wheeler,Zepto
0,1,0,1,0,25946.16565364718,8.803000012194541,0,0,19,1.0,0.9,1.0,399.0,820.13,SAATHI,MODERATE,two_wheeler,Zomato
2,2,1,1,1,38527.1464177173,9.69363035636283,0,0,7,1.25,1.0,1.0,999.0,1801.73,SURAKSHA,HIGH,two_wheeler,Zomato
1,1,0,1,0,12473.164687834254,9.130114217511089,0,0,9,1.0,0.9,1.0,699.0,873.93,RAKSHAK,MODERATE,two_wheeler,Zomato
1,0,0,3,0,13971.521438261072,10.14247843804462,2,2,22,0.85,0.9,0.9,699.0,829.77,RAKSHAK,SAFE,bicycle,Zepto
1,1,0,1,0,39365.43273793609,7.031315883172362,0,0,13,1.0,0.9,1.0,699.0,1078.58,RAKSHAK,MODERATE,two_wheeler,Zomato
0,0,0,2,0,13635.869575849136,11.444654538337662,0,0,6,0.85,0.9,0.95,399.0,484.15,SAATHI,SAFE,two_wheeler,Zomato
1,1,0,2,1,31580.240536519865,11.377084708276453,0,1,20,1.0,0.9,0.95,699.0,1212.59,RAKSHAK,MODERATE,two_wheeler,Swiggy
2,2,1,2,0,18437.81970749934,8.457906542906121,0,0,23,1.25,1.0,0.95,999.0,1623.11,SURAKSHA,HIGH,two_wheeler,Zomato
0,0,2,1,1,27928.660080454472,7.807011779392624,1,0,4,0.85,1.15,1.0,399.0,796.72,SAATHI,SAFE,three_wheeler,Zomato
1,0,1,3,0,19746.103498083463,5.646380520481414,0,2,9,0.85,1.0,0.9,699.0,744.88,RAKSHAK,SAFE,two_wheeler,Zepto
0,0,0,1,0,16600.25325176004,7.177337378449593,0,2,3,0.85,0.9,1.0,399.0,409.44,SAATHI,SAFE,two_wheeler,Zepto
0,0,0,1,0,39218.30788415675,6.1661980920336275,1,0,8,0.85,0.9,1.0,399.0,728.8,SAATHI,SAFE,three_wheeler,Zomato
1,1,0,1,0,34623.20008164457,11.216168753225238,2,1,9,1.0,0.9,1.0,699.0,991.94,RAKSHAK,MODERATE,bicycle,Swiggy
0,1,0,2,0,14044.065512648202,9.449308947589081,0,3,3,1.0,0.9,0.95,399.0,509.59,SAATHI,MODERATE,two_wheeler,Blinkit
1,2,1,1,0,34995.41157157651,8.417613970026963,0,3,18,1.25,1.0,1.0,699.0,1363.78,RAKSHAK,HIGH,two_wheeler,Blinkit
2,0,0,1,1,15936.45548624112,6.683645692878465,2,2,3,0.85,0.9,1.0,999.0,886.31,SURAKSHA,SAFE,bicycle,Zepto
1,1,0,2,0,28234.119233603808,7.950234335967448,0,0,23,1.0,0.9,0.95,699.0,1101.98,RAKSHAK,MODERATE,two_wheeler,Zomato
1,2,2,3,0,32083.263023567644,10.483770713381826,0,3,15,1.25,1.15,0.9,699.0,1391.24,RAKSHAK,HIGH,two_wheeler,Blinkit
1,1,0,3,0,21323.543052354165,9.998668910773308,0,1,10,1.0,0.9,0.9,699.0,894.68,RAKSHAK,MODERATE,two_wheeler,Swiggy
0,1,1,1,0,20396.909879148057,7.396009440525123,0,1,14,1.0,1.0,1.0,399.0,732.07,SAATHI,MODERATE,two_wheeler,Swiggy
2,1,1,2,0,18855.79364014801,6.765878847370105,3,2,8,1.0,1.0,0.95,999.0,1164.85,SURAKSHA,MODERATE,ev_two_wheeler,Zepto
1,2,0,2,0,30525.625142686324,4.010367039294224,0,1,8,1.25,0.9,0.95,699.0,981.86,RAKSHAK,HIGH,two_wheeler,Swiggy
1,2,0,2,0,13560.585046644934,9.321524889461067,0,0,11,1.25,0.9,0.95,699.0,978.0,RAKSHAK,HIGH,two_wheeler,Zomato
2,1,1,1,1,23896.169979106788,10.63930532690791,0,2,17,1.0,1.0,1.0,999.0,1490.32,SURAKSHA,MODERATE,two_wheeler,Zepto
2,0,1,3,0,31277.47182379338,9.084055294516512,0,0,5,0.85,1.0,0.9,999.0,1078.69,SURAKSHA,SAFE,two_wheeler,Zomato
1,0,0,1,0,15494.496950361685,10.163180543912924,0,1,0,0.85,0.9,1.0,699.0,703.51,RAKSHAK,SAFE,two_wheeler,Swiggy
1,1,1,1,0,26248.420233997276,6.133404295604787,2,1,1,1.0,1.0,1.0,699.0,810.99,RAKSHAK,MODERATE,bicycle,Swiggy
2,2,0,3,0,19898.508159572055,4.946582812418056,0,3,14,1.25,0.9,0.9,999.0,1243.67,SURAKSHA,HIGH,two_wheeler,Blinkit
2,2,0,3,0,24971.045947932726,9.58894930707132,0,0,0,1.25,0.9,0.9,999.0,1289.13,SURAKSHA,HIGH,two_wheeler,Zomato
0,2,0,1,1,25645.7532923241,7.855796571343634,0,0,18,1.25,0.9,1.0,399.0,947.58,SAATHI,HIGH,two_wheeler,Zomato
0,0,0,1,0,27051.89956898264,6.096361502060644,0,3,3,0.85,0.9,1.0,399.0,516.5,SAATHI,SAFE,two_wheeler,Blinkit
1,1,0,3,0,13024.034693636619,11.541782466066971,0,0,19,1.0,0.9,0.9,699.0,986.19,RAKSHAK,MODERATE,two_wheeler,Zomato
0,0,2,2,0,25751.571799166202,5.4753546143520575,2,2,9,0.85,1.15,0.95,399.0,584.43,SAATHI,SAFE,bicycle,Zepto
0,1,2,1,0,37674.9458204257,5.9830905118725,3,3,16,1.0,1.15,1.0,399.0,894.47,SAATHI,MODERATE,ev_two_wheeler,Blinkit
0,1,0,1,0,29702.13111091902,7.594021840414292,0,2,16,1.0,0.9,1.0,399.0,782.11,SAATHI,MODERATE,two_wheeler,Zepto
1,0,0,2,1,34274.00536575618,7.9185367029353095,1,2,14,0.85,0.9,0.95,699.0,1081.91,RAKSHAK,SAFE,three_wheeler,Zepto
1,1,1,2,0,28388.503281208606,5.190195828671987,0,3,1,1.0,1.0,0.95,699.0,863.09,RAKSHAK,MODERATE,two_wheeler,Blinkit
0,2,0,3,0,36361.0351095364,6.81903433044745,2,1,18,1.25,0.9,0.9,399.0,741.38,SAATHI,HIGH,bicycle,Swiggy
0,2,1,3,0,22141.575944353404,11.926713017407033,2,2,11,1.25,1.0,0.9,399.0,712.63,SAATHI,HIGH,bicycle,Zepto
1,1,1,1,0,19677.44497431216,11.734531406718272,3,3,23,1.0,1.0,1.0,699.0,1177.04,RAKSHAK,MODERATE,ev_two_wheeler,Blinkit
1,0,2,2,0,15985.296731668474,4.5922270109864884,0,0,16,0.85,1.15,0.95,699.0,891.2,RAKSHAK,SAFE,two_wheeler,Zomato
1,1,0,1,1,34276.097338222644,4.270177389138185,0,2,6,1.0,0.9,1.0,699.0,988.7,RAKSHAK,MODERATE,two_wheeler,Zepto
1,0,1,2,0,19202.60824523291,10.728236576814673,0,3,21,0.85,1.0,0.95,699.0,992.91,RAKSHAK,SAFE,two_wheeler,Blinkit
2,0,0,1,0,35010.44067722984,6.283189291058378,0,3,13,0.85,0.9,1.0,999.0,1116.35,SURAKSHA,SAFE,two_wheeler,Blinkit
0,1,0,1,0,13410.476799870368,5.226466758836219,0,1,0,1.0,0.9,1.0,399.0,350.53,SAATHI,MODERATE,two_wheeler,Swiggy
1,1,0,1,0,29520.937804184385,6.052819478207761,0,0,1,1.0,0.9,1.0,699.0,832.05,RAKSHAK,MODERATE,two_wheeler,Zomato
0,1,0,1,0,28169.751386310978,9.698599151410054,0,2,3,1.0,0.9,1.0,399.0,674.3,SAATHI,MODERATE,two_wheeler,Zepto
0,0,2,1,0,15537.34195981207,7.885474606956259,0,3,17,0.85,1.15,1.0,399.0,712.72,SAATHI,SAFE,two_wheeler,Blinkit
2,2,0,1,0,25497.79467225597,10.676290762531327,1,1,17,1.25,0.9,1.0,999.0,1591.51,SURAKSHA,HIGH,three_wheeler,Swiggy
0,2,0,3,0,35943.98120075008,8.742808224469709,0,0,0,1.25,0.9,0.9,399.0,703.18,SAATHI,HIGH,two_wheeler,Zomato
1,0,1,2,0,25735.045440547532,6.137257604601142,0,1,3,0.85,1.0,0.95,699.0,795.11,RAKSHAK,SAFE,two_wheeler,Swiggy
1,1,0,1,0,29115.553968389395,9.270647539872162,0,0,17,1.0,0.9,1.0,699.0,1083.81,RAKSHAK,MODERATE,two_wheeler,Zomato
2,0,0,1,1,39977.22382691609,10.532180395229213,0,3,4,0.85,0.9,1.0,999.0,1300.25,SURAKSHA,SAFE,two_wheeler,Blinkit
0,1,2,1,0,39967.09750002752,11.825398111485178,0,0,9,1.0,1.15,1.0,399.0,951.37,SAATHI,MODERATE,two_wheeler,Zomato
0,2,2,1,0,29072.67399244617,8.63838208579931,0,1,13,1.25,1.15,1.0,399.0,965.95,SAATHI,HIGH,two_wheeler,Swiggy
1,0,1,1,0,19267.828657182057,4.5869252750443215,0,2,8,0.85,1.0,1.0,699.0,802.15,RAKSHAK,SAFE,two_wheeler,Zepto
1,1,0,1,0,15351.294921603794,4.847379636603525,0,0,2,1.0,0.9,1.0,699.0,731.61,RAKSHAK,MODERATE,two_wheeler,Zomato
1,1,0,1,0,20720.63846696756,7.102943909861578,2,0,19,1.0,0.9,1.0,699.0,885.12,RAKSHAK,MODERATE,bicycle,Zomato
0,0,2,2,0,26254.31794943105,6.330705373706984,3,1,21,0.85,1.15,0.95,399.0,777.2,SAATHI,SAFE,ev_two_wheeler,Swiggy
0,0,0,3,1,29999.250441860888,6.0544784044248,0,0,16,0.85,0.9,0.9,399.0,741.64,SAATHI,SAFE,two_wheeler,Zomato
1,0,2,1,1,28725.95204926171,4.032635461390599,0,2,13,0.85,1.15,1.0,699.0,1097.23,RAKSHAK,SAFE,two_wheeler,Zepto
1,0,1,2,0,22432.293849283866,5.692317625045851,2,0,5,0.85,1.0,0.95,699.0,644.51,RAKSHAK,SAFE,bicycle,Zomato
1,0,0,2,0,27096.16910836578,10.142582090523494,3,3,5,0.85,0.9,0.95,699.0,770.0,RAKSHAK,SAFE,ev_two_wheeler,Blinkit
2,0,2,1,1,38690.35317218727,8.418515822743228,0,2,9,0.85,1.15,1.0,999.0,1472.21,SURAKSHA,SAFE,two_wheeler,Zepto
2,2,0,2,0,30022.56703684304,8.075760291628827,0,1,1,1.25,0.9,0.95,999.0,1308.09,SURAKSHA,HIGH,two_wheeler,Swiggy
0,0,1,1,0,22467.232321699405,7.794867868703613,3,1,6,0.85,1.0,1.0,399.0,576.86,SAATHI,SAFE,ev_two_wheeler,Swiggy
0,1,0,1,0,21509.922725724377,10.704701557294237,0,3,15,1.0,0.9,1.0,399.0,784.55,SAATHI,MODERATE,two_wheeler,Blinkit
1,1,2,2,0,37878.659307783615,5.305080916606442,3,2,12,1.0,1.15,0.95,699.0,1170.76,RAKSHAK,MODERATE,ev_two_wheeler,Zepto
0,1,0,1,0,35226.81898270959,7.045155391675477,2,2,9,1.0,0.9,1.0,399.0,609.19,SAATHI,MODERATE,bicycle,Zepto
2,2,0,1,1,38400.9217173994,7.722686895308886,0,3,1,1.25,0.9,1.0,999.0,1453.11,SURAKSHA,HIGH,two_wheeler,Blinkit
1,1,1,3,0,29792.135582394003,4.863201929193799,0,0,6,1.0,1.0,0.9,699.0,866.72,RAKSHAK,MODERATE,two_wheeler,Zomato
0,1,0,1,0,37744.213079931586,6.976112471746678,0,1,3,1.0,0.9,1.0,399.0,649.57,SAATHI,MODERATE,two_wheeler,Swiggy
0,1,0,3,1,24978.725454784377,11.54450405688738,0,2,19,1.0,0.9,0.9,399.0,943.66,SAATHI,MODERATE,two_wheeler,Zepto
1,2,2,1,1,21341.166765393773,7.5191960766668435,1,0,0,1.25,1.15,1.0,699.0,1286.98,RAKSHAK,HIGH,three_wheeler,Zomato
1,1,0,2,0,24956.34238286756,5.755182147882224,0,0,18,1.0,0.9,0.95,699.0,913.2,RAKSHAK,MODERATE,two_wheeler,Zomato
1,0,0,3,0,28780.931149251614,9.856245532195654,0,1,15,0.85,0.9,0.9,699.0,951.1,RAKSHAK,SAFE,two_wheeler,Swiggy
1,0,0,3,0,36811.01517551426,7.526081602017125,0,1,14,0.85,0.9,0.9,699.0,954.05,RAKSHAK,SAFE,two_wheeler,Swiggy
0,1,2,1,0,17987.996923576342,5.698558772518663,3,2,10,1.0,1.15,1.0,399.0,649.17,SAATHI,MODERATE,ev_two_wheeler,Zepto
0,0,2,1,0,30032.247017509457,4.51643316357383,0,1,15,0.85,1.15,1.0,399.0,741.68,SAATHI,SAFE,two_wheeler,Swiggy
2,2,2,1,0,37713.82909097393,11.549430308343915,0,0,14,1.25,1.15,1.0,999.0,2002.95,SURAKSHA,HIGH,two_wheeler,Zomato
2,2,1,1,0,23441.633060095424,6.3416047883572375,0,1,23,1.25,1.0,1.0,999.0,1678.03,SURAKSHA,HIGH,two_wheeler,Swiggy
2,0,0,1,0,28837.35847298347,8.536651482735012,0,1,8,0.85,0.9,1.0,999.0,1081.05,SURAKSHA,SAFE,two_wheeler,Swiggy
0,0,0,3,0,38258.58355161239,10.523650433884779,3,0,21,0.85,0.9,0.9,399.0,833.56,SAATHI,SAFE,ev_two_wheeler,Zomato
0,0,0,2,0,19640.588962132617,11.354516064091275,0,0,1,0.85,0.9,0.95,399.0,460.38,SAATHI,SAFE,two_wheeler,Zomato
2,1,1,3,0,16067.48294195958,6.580357934285826,0,1,18,1.0,1.0,0.9,999.0,1225.9,SURAKSHA,MODERATE,two_wheeler,Swiggy
1,2,2,2,0,13999.904282120202,5.194767239556622,1,3,12,1.25,1.15,0.95,699.0,1233.92,RAKSHAK,HIGH,three_wheeler,Blinkit
1,1,0,2,0,25936.89255604083,8.998433173798121,0,3,1,1.0,0.9,0.95,699.0,802.52,RAKSHAK,MODERATE,two_wheeler,Blinkit
1,0,0,1,0,15853.05681773492,9.179574508174543,3,1,18,0.85,0.9,1.0,699.0,846.81,RAKSHAK,SAFE,ev_two_wheeler,Swiggy
0,1,2,3,1,27242.3595678867,4.5976172871682195,0,3,7,1.0,1.15,0.9,399.0,729.54,SAATHI,MODERATE,two_wheeler,Blinkit
2,1,0,2,1,32487.17837745099,8.924823504405651,0,1,8,1.0,0.9,0.95,999.0,1278.4,SURAKSHA,MODERATE,two_wheeler,Swiggy
0,0,1,1,0,29214.81867435781,10.209627738138655,0,3,4,0.85,1.0,1.0,399.0,657.63,SAATHI,SAFE,two_wheeler,Blinkit
1,1,1,3,0,16497.36580781719,4.560734225602133,0,1,15,1.0,1.0,0.9,699.0,886.83,RAKSHAK,MODERATE,two_wheeler,Swiggy
1,2,0,3,0,15157.195661799411,7.2976445001475465,2,3,21,1.25,0.9,0.9,699.0,973.56,RAKSHAK,HIGH,bicycle,Blinkit
1,0,2,2,0,38477.41071121673,10.113368213236749,0,1,6,0.85,1.15,0.95,699.0,1070.04,RAKSHAK,SAFE,two_wheeler,Swiggy
1,0,1,1,0,18132.632756943287,9.431783296045651,0,3,19,0.85,1.0,1.0,699.0,985.15,RAKSHAK,SAFE,two_wheeler,Blinkit
0,0,0,2,1,39419.76350245932,9.292341807332413,1,1,7,0.85,0.9,0.95,399.0,825.19,SAATHI,SAFE,three_wheeler,Swiggy
0,1,0,1,0,39175.93978841383,10.594506265143554,0,2,21,1.0,0.9,1.0,399.0,993.89,SAATHI,MODERATE,two_wheeler,Zepto
2,0,0,2,0,39028.83192013125,11.881016554259999,0,2,23,0.85,0.9,0.95,999.0,1394.51,SURAKSHA,SAFE,two_wheeler,Zepto
0,1,0,3,0,37966.264353038976,9.794171685280029,0,0,21,1.0,0.9,0.9,399.0,927.45,SAATHI,MODERATE,two_wheeler,Zomato
1,2,0,1,0,20484.460790710138,5.770646501021739,0,3,5,1.25,0.9,1.0,699.0,962.93,RAKSHAK,HIGH,two_wheeler,Blinkit
1,1,0,1,0,20528.239940416992,11.774226633651043,0,1,19,1.0,0.9,1.0,699.0,1076.13,RAKSHAK,MODERATE,two_wheeler,Swiggy
1,1,0,2,0,33385.97933718726,6.476302878487652,0,1,19,1.0,0.9,0.95,699.0,1036.93,RAKSHAK,MODERATE,two_wheeler,Swiggy
1,1,2,2,0,33140.856521658934,7.248842290580289,0,2,22,1.0,1.15,0.95,699.0,1286.61,RAKSHAK,MODERATE,two_wheeler,Zepto
1,0,0,1,0,32623.529976061356,10.703993779005941,3,2,4,0.85,0.9,1.0,699.0,869.19,RAKSHAK,SAFE,ev_two_wheeler,Zepto
1,1,0,3,1,33326.53925622355,9.530903149694328,0,3,10,1.0,0.9,0.9,699.0,1032.59,RAKSHAK,MODERATE,two_wheeler,Blinkit
1,2,1,1,1,37203.91251911961,8.540961819702627,0,2,15,1.25,1.0,1.0,699.0,1432.31,RAKSHAK,HIGH,two_wheeler,Zepto
1,1,1,1,1,39173.80099743158,5.364605851117153,2,3,18,1.0,1.0,1.0,699.0,1158.49,RAKSHAK,MODERATE,bicycle,Blinkit
0,1,0,2,0,22662.458951132838,7.92906926602934,0,1,10,1.0,0.9,0.95,399.0,696.22,SAATHI,MODERATE,two_wheeler,Swiggy
2,2,0,1,0,32169.882834827684,9.207806370905775,0,1,9,1.25,0.9,1.0,999.0,1498.14,SURAKSHA,HIGH,two_wheeler,Swiggy
0,0,1,1,0,37454.5047476076,6.415579422688873,0,0,12,0.85,1.0,1.0,399.0,745.23,SAATHI,SAFE,two_wheeler,Zomato
2,2,0,2,0,20171.815848947102,7.1554638702255176,1,0,21,1.25,0.9,0.95,999.0,1476.08,SURAKSHA,HIGH,three_wheeler,Zomato
2,0,1,1,0,22061.79188447144,5.351853073212669,1,3,17,0.85,1.0,1.0,999.0,1203.1,SURAKSHA,SAFE,three_wheeler,Blinkit
2,2,2,3,0,29135.675956329596,6.881008975953292,2,2,15,1.25,1.15,0.9,999.0,1647.21,SURAKSHA,HIGH,bicycle,Zepto
0,0,0,1,1,31166.151167797696,6.988035854495551,0,0,19,0.85,0.9,1.0,399.0,790.28,SAATHI,SAFE,two_wheeler,Zomato
1,2,0,1,0,33555.299922438884,5.394304958237275,3,0,24,1.25,0.9,1.0,699.0,1237.68,RAKSHAK,HIGH,ev_two_wheeler,Zomato
1,1,0,1,0,28948.722848736208,9.845164393622506,2,1,2,1.0,0.9,1.0,699.0,786.23,RAKSHAK,MODERATE,bicycle,Swiggy
0,0,2,1,1,30021.267593645876,8.805267634650663,0,2,6,0.85,1.15,1.0,399.0,822.58,SAATHI,SAFE,two_wheeler,Zepto
0,0,0,1,0,22931.83742566791,5.283405547829269,0,0,24,0.85,0.9,1.0,399.0,744.43,SAATHI,SAFE,two_wheeler,Zomato
0,0,0,1,0,18501.470598509623,4.919434732349497,0,2,15,0.85,0.9,1.0,399.0,578.98,SAATHI,SAFE,two_wheeler,Zepto
2,0,0,1,1,24781.767447041093,8.666496112543921,3,3,22,0.85,0.9,1.0,999.0,1267.99,SURAKSHA,SAFE,ev_two_wheeler,Blinkit
1,0,0,1,0,13061.967896044565,9.173456784441111,0,2,7,0.85,0.9,1.0,699.0,726.92,RAKSHAK,SAFE,two_wheeler,Zepto
1,1,0,2,0,16158.115612613772,4.7123548785956455,0,0,21,1.0,0.9,0.95,699.0,909.74,RAKSHAK,MODERATE,two_wheeler,Zomato
1,1,0,2,1,13689.331144435848,5.996871615038487,0,3,10,1.0,0.9,0.95,699.0,851.69,RAKSHAK,MODERATE,two_wheeler,Blinkit
0,1,2,2,1,39959.07747321631,7.478255423333521,0,3,16,1.0,1.15,0.95,399.0,978.01,SAATHI,MODERATE,two_wheeler,Blinkit
0,0,2,1,0,25821.088515701995,8.165608985654522,0,3,15,0.85,1.15,1.0,399.0,773.62,SAATHI,SAFE,two_wheeler,Blinkit
1,0,1,3,1,30883.34897783935,5.530232136846722,0,0,22,0.85,1.0,0.9,699.0,1065.2,RAKSHAK,SAFE,two_wheeler,Zomato
2,0,0,1,0,35246.072722614765,6.015697149049834,1,1,8,0.85,0.9,1.0,999.0,1169.61,SURAKSHA,SAFE,three_wheeler,Swiggy
1,2,1,2,0,15612.961469774586,11.43134608444728,0,0,19,1.25,1.0,0.95,699.0,1278.04,RAKSHAK,HIGH,two_wheeler,Zomato
2,1,0,3,0,37690.115655698406,9.338475315093254,0,1,22,1.0,0.9,0.9,999.0,1402.56,SURAKSHA,MODERATE,two_wheeler,Swiggy
1,0,0,2,0,23591.96226796051,10.487779448153148,0,3,5,0.85,0.9,0.95,699.0,816.99,RAKSHAK,SAFE,two_wheeler,Blinkit
1,2,0,2,0,31656.403746194275,11.547541385098945,3,1,15,1.25,0.9,0.95,699.0,1262.34,RAKSHAK,HIGH,ev_two_wheeler,Swiggy
2,0,0,1,0,14687.149285531641,5.425628844053093,0,1,2,0.85,0.9,1.0,999.0,854.05,SURAKSHA,SAFE,two_wheeler,Swiggy
2,2,0,1,1,19570.09210770743,7.55770313124882,2,0,16,1.25,0.9,1.0,999.0,1438.15,SURAKSHA,HIGH,bicycle,Zomato
1,2,0,1,0,14859.130917436378,10.600149380165755,3,1,10,1.25,0.9,1.0,699.0,1034.86,RAKSHAK,HIGH,ev_two_wheeler,Swiggy
0,1,0,1,0,22805.845023555743,4.603922248175681,0,3,12,1.0,0.9,1.0,399.0,605.34,SAATHI,MODERATE,two_wheeler,Blinkit
1,0,0,3,0,26604.664971266386,8.152799477196387,0,2,3,0.85,0.9,0.9,699.0,736.17,RAKSHAK,SAFE,two_wheeler,Zepto
0,0,0,1,0,14291.510293647847,4.717754553651266,0,2,17,0.85,0.9,1.0,399.0,569.2,SAATHI,SAFE,two_wheeler,Zepto
0,0,0,1,0,19019.768161873355,7.5627787201872065,0,2,1,0.85,0.9,1.0,399.0,397.4,SAATHI,SAFE,two_wheeler,Zepto
1,2,1,3,0,31456.71859801459,4.620802455919576,2,1,21,1.25,1.0,0.9,699.0,1124.98,RAKSHAK,HIGH,bicycle,Swiggy
2,1,0,1,0,16440.488474313417,10.51862129079583,0,3,3,1.0,0.9,1.0,999.0,1120.99,SURAKSHA,MODERATE,two_wheeler,Blinkit
2,1,2,1,0,34770.418612851936,7.200422915528252,2,1,15,1.0,1.15,1.0,999.0,1470.47,SURAKSHA,MODERATE,bicycle,Swiggy
1,0,2,3,0,24766.874343861364,10.465289220548824,0,2,21,0.85,1.15,0.9,699.0,1131.59,RAKSHAK,SAFE,two_wheeler,Zepto
1,0,0,1,0,14344.972174937793,6.577715637048729,2,1,5,0.85,0.9,1.0,699.0,575.85,RAKSHAK,SAFE,bicycle,Swiggy
1,2,0,2,1,33914.43092426311,5.192376454047772,2,1,6,1.25,0.9,0.95,699.0,1007.99,RAKSHAK,HIGH,bicycle,Swiggy
0,1,0,3,0,21472.856047131467,4.059103474699549,0,3,18,1.0,0.9,0.9,399.0,601.0,SAATHI,MODERATE,two_wheeler,Blinkit
1,1,0,1,0,39775.18247742635,6.6095769504531905,1,3,7,1.0,0.9,1.0,699.0,1074.05,RAKSHAK,MODERATE,three_wheeler,Blinkit
2,1,0,1,1,17455.878934095465,6.3387370222708865,0,3,23,1.0,0.9,1.0,999.0,1325.41,SURAKSHA,MODERATE,two_wheeler,Blinkit
0,0,1,1,0,26203.424468523397,6.439560251450909,0,1,0,0.85,1.0,1.0,399.0,527.06,SAATHI,SAFE,two_wheeler,Swiggy
1,1,0,1,0,15275.354974303416,10.888683852098277,0,1,6,1.0,0.9,1.0,699.0,895.24,RAKSHAK,MODERATE,two_wheeler,Swiggy
2,0,0,2,0,24063.20644661929,9.159981156316121,0,2,2,0.85,0.9,0.95,999.0,977.41,SURAKSHA,SAFE,two_wheeler,Zepto
1,0,0,1,0,30108.60334467767,10.67998376453836,3,2,18,0.85,0.9,1.0,699.0,993.25,RAKSHAK,SAFE,ev_two_wheeler,Zepto
1,1,0,1,0,26203.185067132574,9.072958574921465,0,2,17,1.0,0.9,1.0,699.0,1060.93,RAKSHAK,MODERATE,two_wheeler,Zepto
0,1,0,3,0,24713.712088861168,7.216987929898295,0,2,2,1.0,0.9,0.9,399.0,550.04,SAATHI,MODERATE,two_wheeler,Zepto
1,1,0,1,0,35568.7504772064,5.46991491409405,0,0,13,1.0,0.9,1.0,699.0,1061.18,RAKSHAK,MODERATE,two_wheeler,Zomato
2,0,2,1,0,21929.901695847366,11.156302890049027,0,0,4,0.85,1.15,1.0,999.0,1242.68,SURAKSHA,SAFE,two_wheeler,Zomato
0,1,0,2,0,18513.275845362317,6.6027986471009275,0,3,7,1.0,0.9,0.95,399.0,526.93,SAATHI,MODERATE,two_wheeler,Blinkit
1,2,0,2,0,12051.425927246917,10.700611449489243,0,2,19,1.25,0.9,0.95,699.0,1109.01,RAKSHAK,HIGH,two_wheeler,Zepto
