distance_to_zone_km,claim_frequency_30d,avg_claim_amount_30d,hours_since_last_claim,device_id_match,gps_trajectory_score,event_cluster_count,is_anomaly
1.58,2,577.23,711,1,0.95,10,0
0.91,0,575.92,487,1,0.94,21,0
0.89,0,675.36,310,1,0.93,17,0
0.57,1,257.41,227,1,0.78,15,0
10.94,2,1178.99,211,1,0.12,15,1
24.34,2,1182.17,220,1,0.23,16,1
0.69,0,1121.55,715,1,0.98,1,1
0.44,1,1608.69,517,1,0.89,1,1
0.35,0,853.11,686,1,0.97,0,1
0.17,2,1681.83,135,0,0.66,11,1
1.38,2,1478.38,63,0,0.34,14,1
0.25,11,3047.23,3,1,0.79,7,1
1.38,12,2778.38,6,0,0.85,8,1
8.04,0,947.22,135,1,0.12,18,1
0.42,3,582.21,58,0,0.18,13,1
0.8,13,1274.1,8,1,0.74,6,1
0.23,0,1556.48,598,1,0.92,1,1
20.99,0,1397.33,241,1,0.35,12,1
0.83,8,2308.17,2,1,0.76,3,1
0.94,1,1565.95,463,1,0.9,0,1
0.72,1,1089.2,238,1,0.95,0,1
21.75,2,1311.18,373,1,0.39,17,1
0.89,0,800.44,389,1,0.92,0,1
0.21,1,1116.24,309,1,0.93,0,1
0.58,0,2413.81,545,1,0.93,0,1
20.5,0,1115.61,169,1,0.35,6,1
9.24,1,1486.92,40,1,0.36,19,1
0.62,1,1740.35,67,0,0.44,13,1
1.14,3,1610.67,150,0,0.18,12,1
0.41,6,2385.94,1,1,0.68,2,1
13.3,0,1305.05,328,1,0.07,8,1
1.08,8,1485.35,7,0,0.7,3,1
0.17,1,1951.35,360,1,0.92,0,1
0.44,0,2495.8,591,1,0.94,0,1
1.9,1,1374.11,68,0,0.13,3,1
24.59,2,684.56,95,1,0.28,12,1
0.32,3,1337.66,143,0,0.19,13,1
0.51,1,1841.12,543,1,0.96,1,1
1.08,2,881.27,38,0,0.66,7,1
1.9,1,1515.09,145,0,0.58,3,1
11.67,2,608.34,313,1,0.01,16,1
23.75,1,657.54,329,1,0.14,8,1
0.45,2,1770.17,45,0,0.63,10,1
15.94,1,939.33,204,1,0.03,12,1
0.88,1,501.41,12,0,0.15,13,1
12.74,0,964.3,357,1,0.4,6,1
8.4,2,654.01,263,1,0.15,7,1
1.79,2,726.06,14,0,0.34,13,1
1.37,2,1561.75,115,0,0.63,6,1
0.62,11,1348.61,8,0,0.8,4,1
17.53,1,655.68,176,1,0.07,10,1
0.87,1,1205.71,273,1,0.99,0,1
17.1,0,631.87,176,1,0.07,18,1
0.55,1,1849.84,352,1,0.96,0,1
0.34,0,847.66,524,1,0.94,1,1
0.89,9,1940.92,3,1,0.63,6,1
0.89,0,2012.23,447,1,0.88,1,1
16.92,1,554.73,192,1,0.06,7,1
6.22,1,1152.8,107,1,0.35,18,1
10.28,2,571.03,269,1,0.03,19,1
0.07,0,2231.75,333,1,0.83,1,1
12.93,0,804.31,155,1,0.31,19,1
0.16,9,1674.61,4,1,0.73,9,1
0.88,0,1777.34,518,1,0.93,1,1
11.01,2,989.28,322,1,0.19,12,1
0.66,0,2356.43,646,1,0.86,1,1
0.84,8,1659.24,5,1,0.82,4,1
14.4,2,596.06,175,1,0.36,17,1
11.32,0,777.35,219,1,0.18,13,1
9.84,0,1016.12,196,1,0.26,9,1
0.96,7,1624.12,9,1,0.67,6,1
0.16,14,1486.57,2,1,0.7,7,1
0.29,14,2142.19,1,0,0.79,8,1
20.0,0,1258.74,285,1,0.19,13,1
1.41,1,1975.35,85,0,0.24,6,1
0.52,0,1891.25,352,1,0.99,0,1
0.83,1,1304.95,258,1,0.89,1,1
0.37,1,2214.44,404,1,0.85,0,1
0.63,0,1969.95,506,1,0.89,0,1
14.13,0,717.43,167,1,0.19,14,1
23.05,2,1349.46,263,1,0.12,19,1
0.84,6,3169.0,5,1,0.78,3,1
0.95,1,959.71,554,1,0.93,1,1
18.19,0,543.93,303,1,0.03,19,1
24.19,0,708.37,190,1,0.19,15,1
16.31,0,850.26,37,1,0.15,11,1
18.91,0,1011.03,183,1,0.11,5,1
1.68,1,744.35,88,0,0.36,11,1
14.82,2,1328.93,195,1,0.34,10,1
1.82,3,1326.61,86,0,0.66,7,1
2.0,2,1508.58,112,0,0.67,3,1
0.7,3,1111.14,71,0,0.38,6,1
1.18,3,1247.73,121,0,0.28,9,1
1.13,2,631.47,27,0,0.69,11,1
1.17,14,2647.46,2,1,0.75,3,1
0.02,12,2541.37,8,1,0.6,2,1
0.53,1,916.7,118,0,0.16,11,1
1.05,8,2413.51,5,1,0.8,6,1
13.53,0,1154.15,76,1,0.29,16,1
0.62,6,1161.59,6,1,0.94,2,1
0.78,2,1986.74,99,0,0.14,7,1
1.07,9,1420.43,4,1,0.84,8,1
0.97,2,760.69,157,0,0.43,7,1
0.43,0,1794.7,385,1,0.88,0,1
0.25,0,2178.52,191,1,0.98,1,1
11.98,0,1281.53,169,1,0.13,17,1
1.21,2,1966.71,106,0,0.34,11,1
0.1,7,2132.11,9,1,0.63,8,1
0.86,1,2085.49,125,1,0.83,0,1
0.63,7,2666.13,2,1,0.82,6,1
1.54,2,1256.19,20,0,0.61,3,1
22.72,0,1265.88,42,1,0.14,5,1
0.11,12,2794.16,5,1,0.91,5,1
0.76,1,2198.16,108,1,0.99,1,1
0.69,1,1340.1,181,1,0.8,0,1
0.23,7,3056.26,9,1,0.71,5,1
0.06,1,2105.9,547,1,0.86,1,1
8.52,0,759.54,125,1,0.17,15,1
0.85,1,2106.75,408,1,0.97,1,1
9.79,2,713.91,108,1,0.27,7,1
0.09,0,2080.41,147,1,0.92,1,1
0.94,3,1982.51,112,0,0.55,8,1
0.61,1,1064.62,480,1,0.94,0,1
0.12,3,1079.04,135,0,0.4,4,1
