rainfall,aqi,temperature,civic_event,label
2.94,59.8,31.68,1,3
19.84,482.86,27.94,0,4
9.21,229.2,37.63,0,2
0.77,195.63,30.9,0,1
1.77,42.04,41.02,0,1
7.05,203.68,31.45,0,2
0.37,68.52,41.16,0,1
18.12,443.14,25.29,0,4
9.7,39.55,30.49,0,1
1.54,216.18,31.4,0,1
31.71,442.3,25.91,0,4
0.0,339.41,24.08,0,3
2.85,41.72,24.51,0,0
10.58,53.01,28.1,0,1
11.05,51.51,33.94,0,1
10.09,205.13,33.49,0,2
1.36,83.63,25.47,0,0
6.3,58.55,28.92,0,1
0.68,56.42,32.51,0,0
29.3,329.9,27.01,0,4
23.44,219.55,33.22,1,4
10.3,192.29,36.45,0,2
1.29,63.18,32.81,0,0
1.65,38.73,32.88,0,0
12.74,164.6,33.9,0,2
2.02,41.47,32.07,0,0
1.54,25.51,29.25,0,0
0.56,22.59,42.32,0,1
3.42,88.55,29.08,1,3
1.03,88.94,26.39,0,0
18.39,417.84,25.94,0,4
0.04,78.21,26.4,0,0
1.69,24.37,23.35,0,0
21.19,369.56,27.82,0,4
1.24,38.86,28.09,0,0
1.53,40.37,32.6,0,0
2.38,69.55,33.9,0,0
0.0,312.19,29.48,0,3
8.07,195.61,31.55,0,2
1.18,70.11,34.4,0,0
8.61,186.9,34.16,0,2
2.5,29.28,25.77,0,0
9.23,45.01,28.58,0,1
0.75,97.25,25.45,0,0
1.04,57.79,41.2,0,1
12.08,175.7,36.08,0,2
0.0,90.06,42.42,0,1
1.63,37.26,41.13,0,1
2.92,29.0,33.24,0,0
0.12,35.48,28.57,0,0
2.77,91.49,23.94,0,0
10.22,238.57,30.44,0,2
11.48,95.17,29.82,0,1
1.82,81.8,29.96,1,3
1.34,54.38,34.97,0,0
0.86,32.92,29.07,0,0
2.76,60.15,33.65,0,0
0.45,31.34,28.12,0,0
2.35,82.2,31.13,0,0
0.0,91.25,42.58,0,1
1.02,63.34,42.53,0,1
0.28,65.78,32.24,0,0
27.42,248.53,30.43,1,4
9.47,221.23,35.25,0,2
17.68,121.9,27.19,0,3
0.0,325.05,23.32,0,3
2.45,49.56,32.09,0,0
0.58,87.29,29.74,0,0
2.72,98.6,30.6,0,0
7.94,221.3,30.79,0,2
27.41,40.28,23.52,0,3
43.95,349.02,23.36,0,4
6.28,86.86,34.18,0,1
13.41,167.59,33.6,0,2
2.51,95.97,25.87,0,0
0.46,66.21,42.6,0,1
2.22,88.84,28.48,0,0
0.0,93.75,43.4,0,1
2.72,80.38,25.55,0,0
2.68,48.74,26.97,0,0
0.0,105.29,41.05,0,1
2.82,30.29,25.08,0,0
0.8,25.35,26.06,0,0
6.03,61.84,29.14,0,1
2.06,73.92,31.44,0,0
9.2,239.53,30.58,0,2
9.09,99.39,26.5,0,1
0.62,48.13,42.89,0,1
1.22,162.87,31.63,0,1
1.41,87.37,34.59,0,0
8.62,185.42,31.1,0,2
1.62,63.49,42.88,0,1
22.81,57.39,25.47,0,3
1.7,75.52,32.01,0,0
0.26,33.59,29.79,0,0
0.48,99.62,26.97,0,0
0.71,98.95,41.69,0,1
11.99,221.84,36.9,0,2
0.84,24.44,42.38,0,1
1.41,51.91,28.09,0,0
0.73,53.14,22.6,0,0
2.35,86.64,31.3,0,0
0.04,176.06,25.3,0,1
0.87,44.32,31.28,0,0
2.96,95.53,34.76,0,0
0.13,88.13,27.65,0,0
1.43,161.8,31.66,0,1
1.11,71.04,42.74,0,1
0.0,361.96,26.18,0,3
13.83,169.74,32.5,0,2
9.86,213.8,31.06,0,2
11.72,206.87,36.12,0,2
0.0,388.78,22.44,0,3
27.01,469.54,24.48,0,4
8.96,93.64,32.09,0,1
1.6,51.79,27.86,0,0
0.53,48.15,28.66,0,0
0.53,31.85,24.51,0,0
0.63,75.97,26.36,0,0
26.31,227.89,25.72,1,4
3.48,55.0,30.09,1,3
1.12,74.42,23.29,0,0
1.26,38.07,31.37,0,0
2.9,67.76,28.52,0,0
2.25,45.29,32.1,0,0
10.86,231.09,32.77,0,2
1.13,89.4,23.01,0,0
12.78,194.24,31.56,0,2
1.2,94.24,25.7,0,0
25.23,489.89,27.8,0,4
7.9,69.32,31.66,0,1
0.69,99.58,25.52,0,0
1.44,77.86,23.98,0,0
2.99,85.14,27.77,0,0
2.6,81.56,29.55,0,0
2.81,40.13,26.17,0,0
0.0,323.58,20.05,0,3
18.48,58.18,26.94,0,3
24.64,108.47,25.55,0,3
7.52,207.18,36.03,0,2
6.63,92.16,33.98,0,1
1.32,30.22,41.01,0,1
1.33,84.0,24.36,0,0
0.23,48.99,25.33,0,0
0.76,34.68,26.16,0,0
0.13,185.55,33.46,0,1
2.83,41.23,22.19,0,0
0.21,63.14,26.11,0,0
27.25,44.12,24.16,0,3
7.71,171.76,30.32,0,2
2.63,58.14,33.09,0,0
0.17,83.33,28.47,0,0
0.48,37.24,41.79,0,1
0.64,49.48,23.23,0,0
3.53,59.33,28.6,1,3
0.64,79.58,27.46,1,3
0.0,410.66,23.56,0,3
9.99,24.64,34.6,0,1
9.22,221.84,30.13,0,2
2.69,37.37,30.68,0,0
1.18,78.4,33.83,0,0
0.83,56.46,29.98,0,0
0.55,178.08,27.84,0,1
0.21,33.74,23.4,0,0
0.86,44.94,34.06,0,0
44.86,468.91,25.44,0,4
1.66,40.8,30.77,0,0
0.36,33.28,29.91,0,0
7.67,224.67,36.59,0,2
11.79,178.55,37.36,0,2
0.55,69.28,26.73,0,0
38.52,469.57,24.39,0,4
0.0,88.58,43.93,0,1
0.04,57.27,34.04,0,0
0.8,77.74,32.08,0,0
2.5,29.61,26.77,0,0
0.94,33.51,26.4,0,0
2.11,73.14,27.85,0,0
1.3,94.6,29.85,0,0
8.61,167.58,30.67,0,2
11.78,96.02,30.23,0,1
0.41,85.03,29.86,0,0
13.03,195.52,32.94,0,2
9.08,186.23,33.05,0,2
0.0,86.37,42.56,0,1
0.0,378.7,26.76,0,3
0.75,94.06,27.01,0,0
2.09,54.77,25.21,0,0
0.43,38.76,27.44,0,0
6.29,40.68,27.19,0,1
10.25,161.2,36.19,0,2
0.78,30.53,34.3,0,0
26.13,108.08,29.27,1,4
1.53,54.2,28.52,0,0
0.0,322.13,27.18,0,3
1.51,59.79,32.12,0,0
2.62,71.43,22.41,0,0
0.12,80.1,24.22,0,0
0.41,62.56,28.44,0,0
2.83,87.66,26.09,0,0
9.87,58.21,27.96,0,1
10.58,64.47,33.28,0,1
2.71,84.65,32.64,0,0
0.79,98.32,34.35,0,0
1.3,28.26,25.41,0,0
0.24,64.26,25.13,0,0
25.85,460.58,27.53,0,4
1.0,186.46,32.65,0,1
9.6,197.56,34.15,0,2
0.32,91.96,30.74,0,0
10.6,52.13,30.62,0,1
2.09,35.93,23.99,0,0
0.0,392.51,22.46,0,3
1.12,82.32,42.71,0,1
0.92,66.11,25.77,0,0
34.49,423.12,26.93,0,4
0.19,34.04,28.39,0,0
1.87,45.39,42.48,0,1
0.54,83.21,22.72,0,0
2.34,58.53,30.96,0,0
2.25,29.61,32.51,0,0
1.68,43.94,41.13,0,1
0.56,56.06,41.81,0,1
2.61,79.5,23.24,0,0
0.03,98.79,27.41,0,0
25.0,473.05,23.58,0,4
1.94,96.23,28.02,0,0
11.75,58.51,26.3,0,1
2.12,56.41,26.31,0,0
1.38,23.28,26.82,0,0
2.03,80.67,25.17,0,0
1.04,62.64,31.98,0,0
1.1,92.21,27.85,0,0
1.23,45.87,31.47,0,0
1.14,38.99,29.41,0,0
17.93,194.82,27.01,1,4
1.53,28.38,22.27,0,0
2.47,16.31,23.42,0,0
2.7,70.48,34.58,1,3
1.57,43.86,24.35,0,0
0.88,73.56,34.67,0,0
1.81,87.8,27.71,1,3
9.07,204.69,31.1,0,2
8.33,173.63,30.19,0,2
0.7,33.9,26.26,0,0
2.81,25.13,31.13,0,0
0.92,195.23,34.53,0,1
0.91,63.67,41.87,0,1
24.43,105.35,27.64,0,3
10.77,176.41,33.66,0,2
8.56,83.12,26.05,0,1
8.46,60.88,34.72,0,1
43.81,382.2,24.52,0,4
1.35,61.03,41.76,0,1
0.88,90.15,24.26,0,0
0.62,90.72,31.1,0,0
0.73,65.88,25.09,1,3
0.92,20.72,26.43,0,0
2.4,28.28,31.43,0,0
1.49,77.59,29.88,0,0
8.91,88.25,26.42,0,1
10.84,218.95,32.74,0,2
0.23,50.0,41.96,0,1
2.47,95.41,29.75,0,0
2.22,33.46,31.54,0,0
0.16,38.69,27.55,0,0
7.93,182.96,30.67,0,2
0.08,25.5,42.1,0,1
2.89,94.63,30.58,0,0
1.51,18.83,33.8,0,0
11.02,194.23,34.08,0,2
0.3,71.18,34.95,0,0
2.98,91.47,33.62,0,0
17.67,76.03,23.22,0,3
8.19,204.97,35.55,0,2
2.34,51.71,24.11,0,0
0.84,28.44,29.32,0,0
40.05,347.4,26.67,0,4
0.68,81.48,33.14,0,0
34.43,381.91,27.97,0,4
2.68,21.34,22.55,0,0
18.53,247.21,33.03,1,4
24.33,242.92,33.1,1,4
22.28,415.5,24.79,0,4
12.53,169.45,35.02,0,2
9.72,182.05,33.84,0,2
1.53,41.22,27.5,0,0
0.0,105.18,41.62,0,1
0.55,64.44,22.72,0,0
26.63,366.79,24.48,0,4
25.38,218.9,30.58,1,4
1.68,96.84,41.84,0,1
0.54,87.84,23.58,0,0
11.34,218.14,32.05,0,2
0.12,76.61,29.97,0,0
2.62,109.44,26.53,1,3
2.48,61.85,32.76,0,0
2.5,23.1,33.48,0,0
0.0,405.87,22.9,0,3
0.5,98.45,23.51,0,0
29.73,446.35,20.86,0,4
1.27,99.9,27.08,0,0
0.2,74.36,25.76,0,0
0.74,109.89,29.49,1,3
2.64,62.97,24.58,0,0
1.71,46.8,25.03,0,0
0.49,86.14,41.46,0,1
8.75,176.99,32.01,0,2
9.4,76.53,32.39,0,1
2.77,42.94,23.44,0,0
22.72,176.15,28.58,1,4
11.8,205.97,30.46,0,2
0.12,76.07,28.21,0,0
27.25,217.64,33.91,1,4
0.93,119.32,30.3,1,3
0.13,54.0,27.77,0,0
2.47,74.77,23.4,0,0
1.79,47.51,24.71,0,0
7.57,86.83,32.28,0,1
8.61,24.23,26.43,0,1
0.9,34.23,41.48,0,1
0.0,53.02,41.85,0,1
2.35,90.78,29.21,0,0
0.0,94.78,42.56,0,1
1.15,54.71,29.77,0,0
2.29,72.85,25.88,0,0
8.71,76.5,26.55,0,1
2.18,97.82,31.53,0,0
0.0,124.02,42.96,0,1
1.5,85.0,22.16,0,0
0.0,111.4,42.49,0,1
0.0,58.55,42.95,0,1
2.99,68.55,27.47,1,3
13.68,195.68,37.19,0,2
1.58,88.76,42.36,0,1
0.32,97.79,30.86,1,3
1.75,96.23,34.43,0,0
8.75,22.16,29.15,0,1
0.0,63.91,42.83,0,1
2.95,15.31,22.83,0,0
38.12,362.74,24.19,0,4
1.44,28.71,28.63,0,0
2.52,68.35,34.24,0,0
0.97,199.88,28.74,0,1
8.01,93.35,34.79,0,1
17.29,121.94,29.62,1,4
1.86,62.85,23.13,0,0
0.16,95.97,30.39,0,0
0.0,370.26,20.96,0,3
0.2,87.41,23.39,0,0
0.3,208.97,31.36,0,1
6.19,68.92,26.82,0,1
0.0,399.64,23.34,0,3
0.0,67.1,41.16,0,1
7.89,213.1,34.44,0,2
6.14,98.06,33.13,0,1
2.76,94.14,28.93,0,0
1.46,42.61,27.82,0,0
0.0,129.52,41.18,0,1
11.18,58.11,34.15,0,1
0.99,72.51,25.82,0,0
3.58,98.19,31.1,1,3
1.54,186.3,28.73,0,1
9.79,69.22,27.29,0,1
11.4,34.86,25.35,0,1
1.23,69.9,23.11,0,0
0.62,68.89,31.08,1,3
11.45,217.09,34.65,0,2
0.0,383.29,29.2,0,3
7.28,210.58,34.36,0,2
1.64,212.36,29.23,0,1
21.12,156.95,26.3,1,4
1.18,65.43,26.72,1,3
2.29,56.35,34.72,0,0
2.53,97.29,22.29,0,0
1.04,88.96,32.89,0,0
0.6,83.2,29.76,0,0
2.41,96.34,22.55,0,0
2.46,64.7,34.86,0,0
0.0,410.64,22.88,0,3
0.58,39.6,29.96,0,0
19.34,174.63,28.83,1,4
